Compagnie,Numéro de vol,Lieu de départ IATA,Lieu d'arrivée IATA,Aircraft Code IATA,Opérationnel,Date départ UTC,Date départ LT,Date arrivée UTC,Date arrivée LT,Heure départ (en min UTC),Heure départ (en min LT),Heure arrivée (en min UTC),Heure arrivée (en min LT)
LH,1370,FRA,KRK,320,True,19JUN23,19JUN23,19JUN23,19JUN23,1215,1335,1305,1425
LH,1371,KRK,FRA,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,240,360,340,460
LH,1372,FRA,WRO,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,665,785,735,855
LH,1373,WRO,FRA,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,770,890,850,970
LH,1374,FRA,WRO,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1090,1210,1160,1280
LH,1376,FRA,GDN,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,610,730,700,820
LH,1377,GDN,FRA,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,750,870,850,970
LH,1378,FRA,GDN,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1090,1210,1180,1300
LH,1379,GDN,FRA,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,295,415,400,520
LH,1380,FRA,POZ,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1160,1280,1235,1355
LH,1381,POZ,FRA,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,265,385,355,475
LH,1386,FRA,GDN,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,840,960,930,1050
LH,1387,GDN,FRA,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,965,1085,1065,1185
LH,1388,FRA,POZ,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,425,545,500,620
LH,1389,POZ,FRA,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,540,660,625,745
LH,1390,FRA,POZ,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,665,785,740,860
LH,1391,POZ,FRA,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,775,895,860,980
LH,1392,FRA,PRG,321,True,19JUN23,19JUN23,19JUN23,19JUN23,390,510,450,570
LH,1393,PRG,FRA,321,True,19JUN23,19JUN23,19JUN23,19JUN23,495,615,565,685
LH,1396,FRA,PRG,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,625,745,685,805
LH,1397,PRG,FRA,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,725,845,795,915
LH,1400,FRA,PRG,320,True,19JUN23,19JUN23,19JUN23,19JUN23,870,990,930,1050
LH,1401,PRG,FRA,320,True,19JUN23,19JUN23,19JUN23,19JUN23,1000,1120,1070,1190
LH,1402,FRA,PRG,321,True,19JUN23,19JUN23,19JUN23,19JUN23,1215,1335,1275,1395
LH,1403,PRG,FRA,321,True,19JUN23,19JUN23,19JUN23,19JUN23,245,365,315,435
LH,1404,FRA,ZAG,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1190,1310,1275,1395
LH,1406,FRA,BEG,320,True,19JUN23,19JUN23,19JUN23,19JUN23,520,640,630,750
LH,1407,BEG,FRA,320,True,19JUN23,19JUN23,19JUN23,19JUN23,685,805,805,925
LH,1411,BEG,FRA,320,True,19JUN23,19JUN23,19JUN23,19JUN23,270,390,390,510
LH,1412,FRA,SPU,321,True,19JUN23,19JUN23,19JUN23,19JUN23,850,970,950,1070
LH,1413,SPU,FRA,321,True,19JUN23,19JUN23,19JUN23,19JUN23,1000,1120,1110,1230
LH,1414,FRA,ZAG,319,True,19JUN23,19JUN23,19JUN23,19JUN23,635,755,720,840
LH,1415,ZAG,FRA,319,True,19JUN23,19JUN23,19JUN23,19JUN23,765,885,860,980
LH,1418,FRA,OTP,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,465,585,600,780
LH,1419,OTP,FRA,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,640,820,795,915
LH,1420,FRA,OTP,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,740,860,875,1055
LH,1421,OTP,FRA,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,930,1110,1085,1205
LH,1422,FRA,OTP,321,True,19JUN23,19JUN23,19JUN23,19JUN23,1100,1220,1235,1415
LH,1423,OTP,FRA,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,200,380,355,475
LH,1424,FRA,TIA,321,True,19JUN23,19JUN23,19JUN23,19JUN23,595,715,720,840
LH,1425,TIA,FRA,321,True,19JUN23,19JUN23,19JUN23,19JUN23,770,890,910,1030
LH,1426,FRA,SOF,320,True,19JUN23,19JUN23,19JUN23,19JUN23,490,610,620,800
LH,1427,SOF,FRA,320,True,19JUN23,19JUN23,19JUN23,19JUN23,665,845,810,930
LH,1428,FRA,SOF,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1050,1170,1180,1360
LH,1429,SOF,FRA,320,True,19JUN23,19JUN23,19JUN23,19JUN23,195,375,345,465
LH,1454,FRA,TIA,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1140,1260,1265,1385
LH,1456,FRA,SOF,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,365,485,495,675
LH,1457,SOF,FRA,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,535,715,680,800
LH,1458,FRA,LJU,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,435,555,505,625
LH,1459,LJU,FRA,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,540,660,625,745
LH,1460,FRA,LJU,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1100,1220,1170,1290
LH,1461,LJU,FRA,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,310,430,400,520
LH,1462,FRA,LJU,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,615,735,685,805
LH,1463,LJU,FRA,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,725,845,810,930
LH,1464,FRA,VLC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,790,910,930,1050
LH,1465,VLC,FRA,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,985,1105,1135,1255
LH,1472,FRA,CLJ,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,730,850,845,1025
LH,1473,CLJ,FRA,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,915,1095,1045,1165
LH,1474,FRA,CLJ,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,1080,1200,1195,1375
LH,1475,CLJ,FRA,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,185,365,315,435
LH,1476,FRA,ZAD,319,True,19JUN23,19JUN23,19JUN23,19JUN23,885,1005,975,1095
LH,1477,ZAD,FRA,319,True,19JUN23,19JUN23,19JUN23,19JUN23,1025,1145,1125,1245
LH,1478,FRA,PUY,319,True,19JUN23,19JUN23,19JUN23,19JUN23,865,985,945,1065
LH,1479,PUY,FRA,319,True,19JUN23,19JUN23,19JUN23,19JUN23,985,1105,1075,1195
LH,1480,FRA,BEG,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,720,840,830,950
LH,1481,BEG,FRA,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,895,1015,1015,1135
LH,1496,FRA,LIS,321,True,19JUN23,19JUN23,19JUN23,19JUN23,1075,1195,1260,1320
LH,1497,LIS,FRA,321,True,19JUN23,19JUN23,19JUN23,19JUN23,245,305,425,545
LH,1520,FRA,LGW,320,True,19JUN23,19JUN23,19JUN23,19JUN23,475,595,570,630
LH,1521,LGW,FRA,320,True,19JUN23,19JUN23,19JUN23,19JUN23,615,675,705,825
LH,1522,FRA,LGW,320,True,19JUN23,19JUN23,19JUN23,19JUN23,865,985,960,1020
LH,1523,LGW,FRA,320,True,19JUN23,19JUN23,19JUN23,19JUN23,1005,1065,1095,1215
LH,1527,EDI,FRA,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,300,360,415,535
LH,1528,FRA,BHD,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,760,880,905,965
LH,1529,BHD,FRA,E90,True,19JUN23,19JUN23,19JUN23,19JUN23,945,1005,1090,1210
LH,1540,FRA,SKP,319,True,19JUN23,19JUN23,19JUN23,19JUN23,585,705,725,845
LH,1541,SKP,FRA,319,True,19JUN23,19JUN23,19JUN23,19JUN23,775,895,935,1055
LH,1543,SKP,FRA,319,True,19JUN23,19JUN23,19JUN23,19JUN23,295,415,455,575
LH,1544,FRA,SJJ,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,480,600,580,700
LH,1545,SJJ,FRA,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,630,750,745,865
LH,1556,FRA,SKG,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,730,850,870,1050
LH,1557,SKG,FRA,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,930,1110,1090,1210
LH,1604,MUC,RZE,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,550,670,635,755
LH,1605,RZE,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,670,790,755,875
LH,1610,MUC,WAW,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,300,420,390,510
LH,1611,WAW,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,430,550,520,640
LH,1612,MUC,WAW,CRK,True,19JUN23,19JUN23,19JUN23,19JUN23,540,660,630,750
LH,1613,WAW,MUC,CRK,True,19JUN23,19JUN23,19JUN23,19JUN23,670,790,765,885
LH,1616,MUC,WAW,CRK,True,19JUN23,19JUN23,19JUN23,19JUN23,1100,1220,1190,1310
LH,1617,WAW,MUC,CRK,True,19JUN23,19JUN23,19JUN23,19JUN23,240,360,330,450
LH,1622,MUC,KRK,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,560,680,640,760
LH,1623,KRK,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,680,800,760,880
LH,1626,MUC,KRK,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1200,1320,1280,1400
LH,1627,KRK,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,240,360,320,440
LH,1630,MUC,WRO,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,565,685,630,750
LH,1631,WRO,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,670,790,740,860
LH,1634,MUC,WRO,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1200,1320,1265,1385
LH,1635,WRO,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,250,370,320,440
LH,1636,MUC,POZ,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,560,680,630,750
LH,1637,POZ,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,670,790,745,865
LH,1640,MUC,POZ,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1225,1345,1295,1415
LH,1641,POZ,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,245,365,320,440
LH,1642,MUC,GDN,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,545,665,635,755
LH,1643,GDN,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,675,795,770,890
LH,1646,MUC,GDN,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1090,1210,1180,1300
LH,1647,GDN,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,255,375,350,470
LH,1650,MUC,OTP,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,420,540,535,715
LH,1651,OTP,MUC,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,580,760,710,830
LH,1654,MUC,OTP,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1200,1320,1315,55
LH,1655,OTP,MUC,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,180,360,310,430
LH,1656,MUC,TSR,319,True,19JUN23,19JUN23,19JUN23,19JUN23,540,660,625,805
LH,1657,TSR,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,665,845,760,880
LH,1658,MUC,TSR,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,775,895,860,1040
LH,1659,TSR,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,895,1075,990,1110
LH,1660,MUC,TSR,319,True,19JUN23,19JUN23,19JUN23,19JUN23,1090,1210,1175,1355
LH,1661,TSR,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,195,375,290,410
LH,1664,MUC,SBZ,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,535,655,630,810
LH,1665,SBZ,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,670,850,775,895
LH,1666,MUC,SBZ,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1225,1345,1320,60
LH,1667,SBZ,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,195,375,300,420
LH,1674,MUC,BUD,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,285,405,360,480
LH,1675,BUD,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,400,520,480,600
LH,1676,MUC,BUD,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,570,690,645,765
LH,1677,BUD,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,685,805,765,885
LH,1678,MUC,BUD,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,815,935,890,1010
LH,1679,BUD,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,930,1050,1010,1130
LH,1682,MUC,BUD,319,True,19JUN23,19JUN23,19JUN23,19JUN23,1225,1345,1300,1420
LH,1683,BUD,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,240,360,320,440
LH,1686,MUC,DEB,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,440,560,525,645
LH,1687,DEB,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,565,685,650,770
LH,1690,MUC,PRG,319,True,19JUN23,19JUN23,19JUN23,19JUN23,600,720,650,770
LH,1691,PRG,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,690,810,745,865
LH,1694,MUC,PRG,319,True,19JUN23,19JUN23,19JUN23,19JUN23,1155,1275,1205,1325
LH,1696,MUC,LJU,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,575,695,630,750
LH,1697,LJU,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,670,790,725,845
LH,1702,MUC,SOF,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,440,560,550,730
LH,1703,SOF,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,595,775,715,835
LH,1704,MUC,SOF,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,830,950,940,1120
LH,1705,SOF,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,985,1165,1105,1225
LH,1710,MUC,DBV,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,750,870,835,955
LH,1711,DBV,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,885,1005,980,1100
LH,1712,MUC,TIA,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,445,565,545,665
LH,1713,TIA,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,590,710,705,825
LH,1714,MUC,TIA,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1200,1320,1300,1420
LH,1715,TIA,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,260,380,375,495
LH,1716,MUC,SPU,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,770,890,850,970
LH,1717,SPU,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,895,1015,975,1095
LH,1726,MUC,ZAG,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,585,705,645,765
LH,1727,ZAG,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,690,810,760,880
LH,1734,MUC,BEG,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,530,650,620,740
LH,1735,BEG,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,665,785,760,880
LH,1736,MUC,BEG,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,785,905,875,995
LH,1737,BEG,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,920,1040,1015,1135
LH,1750,MUC,ATH,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,400,520,545,725
LH,1751,ATH,MUC,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,595,775,750,870
LH,1752,MUC,ATH,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,550,670,695,875
LH,1753,ATH,MUC,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,745,925,900,1020
LH,1754,MUC,ATH,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,785,905,930,1110
LH,1755,ATH,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,980,1160,1135,1255
LH,1756,MUC,ATH,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,1040,1160,1185,1365
LH,1757,ATH,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,180,360,335,455
LH,1768,MUC,LCA,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,510,630,710,890
LH,1769,LCA,MUC,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,770,950,990,1110
LH,1774,MUC,SKG,319,True,19JUN23,19JUN23,19JUN23,19JUN23,755,875,875,1055
LH,1775,SKG,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,920,1100,1050,1170
LH,1778,MUC,LIS,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,555,675,750,810
LH,1779,LIS,MUC,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,800,860,980,1100
LH,1780,MUC,LIS,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,1045,1165,1240,1300
LH,1781,LIS,MUC,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,315,375,495,615
LH,1782,MUC,OPO,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,390,510,565,625
LH,1783,OPO,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,610,670,775,895
LH,1786,MUC,FAO,321,True,19JUN23,19JUN23,19JUN23,19JUN23,650,770,840,900
LH,1787,FAO,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,890,950,1070,1190
LH,1788,MUC,OPO,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,1160,1280,1345,1405
LH,1789,OPO,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,315,375,480,600
LH,1794,MUC,PMI,321,True,19JUN23,19JUN23,19JUN23,19JUN23,600,720,730,850
LH,1795,PMI,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,775,895,905,1025
LH,1796,MUC,PMI,321,True,19JUN23,19JUN23,19JUN23,19JUN23,745,865,875,995
LH,1797,PMI,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,925,1045,1055,1175
LH,1800,MUC,MAD,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,390,510,550,670
LH,1801,MAD,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,595,715,745,865
LH,1802,MUC,MAD,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,575,695,735,855
LH,1803,MAD,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,805,925,955,1075
LH,1806,MUC,MAD,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,1050,1170,1210,1330
LH,1807,MAD,MUC,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,315,435,465,585
LH,1810,MUC,BCN,321,True,19JUN23,19JUN23,19JUN23,19JUN23,420,540,540,660
LH,1811,BCN,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,585,705,705,825
LH,1812,MUC,BCN,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,530,650,650,770
LH,1813,BCN,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,695,815,815,935
LH,1814,MUC,BCN,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,650,770,770,890
LH,1815,BCN,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,815,935,935,1055
LH,1816,MUC,BCN,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,825,945,945,1065
LH,1817,BCN,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,990,1110,1110,1230
LH,1818,MUC,BCN,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1050,1170,1170,1290
LH,1819,BCN,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,340,460,460,580
LH,1820,MUC,IBZ,321,True,19JUN23,19JUN23,19JUN23,19JUN23,785,905,925,1045
LH,1821,IBZ,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,970,1090,1105,1225
LH,1822,MUC,SVQ,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,460,580,640,760
LH,1823,SVQ,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,690,810,860,980
LH,1824,MUC,BIO,319,True,19JUN23,19JUN23,19JUN23,19JUN23,395,515,530,650
LH,1825,BIO,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,570,690,700,820
LH,1828,MUC,BIO,319,True,19JUN23,19JUN23,19JUN23,19JUN23,825,945,960,1080
LH,1829,BIO,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,1000,1120,1130,1250
LH,1830,MUC,BIO,319,True,19JUN23,19JUN23,19JUN23,19JUN23,1150,1270,1285,1405
LH,1831,BIO,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,335,455,465,585
LH,1834,MUC,AGP,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,770,890,950,1070
LH,1835,AGP,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1000,1120,1170,1290
LH,1842,MUC,VLC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,410,530,555,675
LH,1843,VLC,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,605,725,750,870
LH,1846,MUC,IBZ,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,420,540,560,680
LH,1847,IBZ,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,605,725,740,860
LH,1854,MUC,MXP,E95,True,19JUN23,19JUN23,19JUN23,19JUN23,535,655,600,720
LH,1855,MXP,MUC,E95,True,19JUN23,19JUN23,19JUN23,19JUN23,640,760,710,830
LH,1856,MUC,MXP,E95,True,19JUN23,19JUN23,19JUN23,19JUN23,810,930,875,995
LH,1857,MXP,MUC,E95,True,19JUN23,19JUN23,19JUN23,19JUN23,915,1035,985,1105
LH,1863,MXP,MUC,E95,True,19JUN23,19JUN23,19JUN23,19JUN23,240,360,310,430
LH,1866,MUC,FCO,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,395,515,480,600
LH,1867,FCO,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,530,650,625,745
LH,1868,MUC,FCO,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,695,815,780,900
LH,1869,FCO,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,830,950,925,1045
LH,1872,MUC,FCO,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1055,1175,1140,1260
LH,1873,FCO,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,360,480,455,575
LH,1874,MUC,FCO,319,True,19JUN23,19JUN23,19JUN23,19JUN23,520,640,605,725
LH,1875,FCO,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,655,775,750,870
LH,1876,MUC,NAP,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,530,650,625,745
LH,1877,NAP,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,675,795,780,900
LH,1878,MUC,NAP,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,790,910,885,1005
LH,1879,NAP,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,935,1055,1040,1160
LH,1880,MUC,NAP,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1140,1260,1235,1355
LH,1881,NAP,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,260,380,365,485
LH,1896,MUC,AOI,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,580,700,645,765
LH,1897,AOI,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,685,805,760,880
LH,1906,MUC,CTA,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,420,540,545,665
LH,1907,CTA,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,595,715,725,845
LH,1908,MUC,CTA,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,825,945,950,1070
LH,1909,CTA,MUC,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,1000,1120,1130,1250
LH,1910,MUC,OLB,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,770,890,870,990
LH,1911,OLB,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,925,1045,1025,1145
LH,1914,MUC,PMO,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,430,550,545,665
LH,1915,PMO,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,595,715,715,835
LH,1918,MUC,CAG,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,830,950,940,1060
LH,1919,CAG,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,990,1110,1100,1220
LH,1924,MUC,MLA,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,460,580,595,715
LH,1925,MLA,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,640,760,785,905
LH,1928,MUC,BER,321,True,19JUN23,19JUN23,19JUN23,19JUN23,300,420,365,485
LH,1929,BER,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,410,530,480,600
LH,1930,MUC,BER,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,360,480,425,545
LH,1931,BER,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,470,590,540,660
LH,1934,MUC,BER,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,420,540,485,605
LH,1935,BER,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,530,650,600,720
LH,1936,MUC,BER,321,True,19JUN23,19JUN23,19JUN23,19JUN23,540,660,605,725
LH,1937,BER,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,650,770,720,840
LH,1938,MUC,BER,321,True,19JUN23,19JUN23,19JUN23,19JUN23,600,720,665,785
LH,1939,BER,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,710,830,780,900
LH,1942,MUC,BER,321,True,19JUN23,19JUN23,19JUN23,19JUN23,720,840,785,905
LH,1943,BER,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,830,950,900,1020
LH,1946,MUC,BER,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,840,960,905,1025
LH,1947,BER,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,950,1070,1020,1140
LH,1948,MUC,BER,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,900,1020,965,1085
LH,1949,BER,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,1010,1130,1080,1200
LH,1952,MUC,BER,319,True,19JUN23,19JUN23,19JUN23,19JUN23,960,1080,1025,1145
LH,1953,BER,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,1070,1190,1140,1260
LH,1960,MUC,BER,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1080,1200,1145,1265
LH,1961,BER,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,260,380,330,450
LH,1962,MUC,BER,321,True,19JUN23,19JUN23,19JUN23,19JUN23,1170,1290,1235,1355
LH,1963,BER,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,320,440,390,510
