Compagnie,Numéro de vol,Lieu de départ IATA,Lieu d'arrivée IATA,Aircraft Code IATA,Opérationnel,Date départ UTC,Date départ LT,Date arrivée UTC,Date arrivée LT,Heure départ (en min UTC),Heure départ (en min LT),Heure arrivée (en min UTC),Heure arrivée (en min LT)
LH,1972,MUC,CGN,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,285,405,350,470
LH,1973,CGN,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,395,515,460,580
LH,1976,MUC,CGN,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,550,670,615,735
LH,1977,CGN,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,655,775,720,840
LH,1980,MUC,CGN,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,770,890,835,955
LH,1981,CGN,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,875,995,940,1060
LH,1982,MUC,CGN,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,840,960,905,1025
LH,1983,CGN,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,950,1070,1015,1135
LH,1988,MUC,CGN,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1000,1120,1065,1185
LH,1989,CGN,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1105,1225,1170,1290
LH,1993,CGN,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,240,360,305,425
LH,1994,MUC,CGN,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1190,1310,1255,1375
LH,2000,MUC,DUS,319,True,19JUN23,19JUN23,19JUN23,19JUN23,270,390,340,460
LH,2001,DUS,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,390,510,460,580
LH,2004,MUC,DUS,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,330,450,400,520
LH,2005,DUS,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,450,570,520,640
LH,2006,MUC,DUS,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,390,510,460,580
LH,2007,DUS,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,510,630,580,700
LH,2012,MUC,DUS,319,True,19JUN23,19JUN23,19JUN23,19JUN23,510,630,580,700
LH,2013,DUS,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,630,750,700,820
LH,2014,MUC,DUS,319,True,19JUN23,19JUN23,19JUN23,19JUN23,570,690,640,760
LH,2015,DUS,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,690,810,760,880
LH,2016,MUC,DUS,319,True,19JUN23,19JUN23,19JUN23,19JUN23,690,810,760,880
LH,2017,DUS,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,810,930,880,1000
LH,2018,MUC,DUS,319,True,19JUN23,19JUN23,19JUN23,19JUN23,775,895,845,965
LH,2019,DUS,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,895,1015,965,1085
LH,2020,MUC,DUS,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,870,990,940,1060
LH,2021,DUS,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,990,1110,1060,1180
LH,2026,MUC,DUS,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,990,1110,1060,1180
LH,2027,DUS,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1110,1230,1180,1300
LH,2030,MUC,DUS,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1050,1170,1120,1240
LH,2031,DUS,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,270,390,340,460
LH,2034,MUC,DUS,319,True,19JUN23,19JUN23,19JUN23,19JUN23,1140,1260,1210,1330
LH,2035,DUS,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,330,450,400,520
LH,2050,MUC,HAM,321,True,19JUN23,19JUN23,19JUN23,19JUN23,285,405,360,480
LH,2051,HAM,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,405,525,480,600
LH,2054,MUC,HAM,321,True,19JUN23,19JUN23,19JUN23,19JUN23,405,525,480,600
LH,2055,HAM,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,525,645,600,720
LH,2056,MUC,HAM,321,True,19JUN23,19JUN23,19JUN23,19JUN23,495,615,570,690
LH,2057,HAM,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,615,735,690,810
LH,2058,MUC,HAM,321,True,19JUN23,19JUN23,19JUN23,19JUN23,555,675,630,750
LH,2059,HAM,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,675,795,750,870
LH,2060,MUC,HAM,321,True,19JUN23,19JUN23,19JUN23,19JUN23,675,795,750,870
LH,2061,HAM,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,795,915,870,990
LH,2062,MUC,HAM,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,795,915,870,990
LH,2063,HAM,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,915,1035,990,1110
LH,2068,MUC,HAM,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,915,1035,990,1110
LH,2069,HAM,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1035,1155,1110,1230
LH,2072,MUC,HAM,319,True,19JUN23,19JUN23,19JUN23,19JUN23,975,1095,1050,1170
LH,2073,HAM,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,1095,1215,1170,1290
LH,2075,HAM,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,255,375,330,450
LH,2076,MUC,HAM,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1095,1215,1170,1290
LH,2078,MUC,HAM,321,True,19JUN23,19JUN23,19JUN23,19JUN23,1155,1275,1230,1350
LH,2079,HAM,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,315,435,390,510
LH,2080,MUC,HAM,321,True,19JUN23,19JUN23,19JUN23,19JUN23,345,465,420,540
LH,2081,HAM,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,465,585,540,660
LH,2090,MUC,HAJ,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,295,415,360,480
LH,2091,HAJ,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,405,525,475,595
LH,2096,MUC,HAJ,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,550,670,615,735
LH,2097,HAJ,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,660,780,730,850
LH,2100,MUC,HAJ,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,820,940,885,1005
LH,2101,HAJ,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,930,1050,1000,1120
LH,2102,MUC,HAJ,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,965,1085,1030,1150
LH,2103,HAJ,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1075,1195,1145,1265
LH,2106,MUC,HAJ,319,True,19JUN23,19JUN23,19JUN23,19JUN23,1200,1320,1265,1385
LH,2107,HAJ,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,260,380,330,450
LH,2122,MUC,DRS,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,385,505,440,560
LH,2123,DRS,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,475,595,530,650
LH,2134,MUC,FMO,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,340,460,410,530
LH,2135,FMO,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,445,565,510,630
LH,2138,MUC,FMO,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,805,925,875,995
LH,2139,FMO,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,915,1035,980,1100
LH,2140,MUC,FMO,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1000,1120,1070,1190
LH,2141,FMO,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1110,1230,1175,1295
LH,2142,MUC,FMO,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1225,1345,1295,1415
LH,2143,FMO,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,240,360,305,425
LH,2144,MUC,STR,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,375,495,420,540
LH,2145,STR,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,455,575,500,620
LH,2146,MUC,STR,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,590,710,635,755
LH,2147,STR,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,675,795,720,840
LH,2148,MUC,STR,CRK,True,19JUN23,19JUN23,19JUN23,19JUN23,840,960,885,1005
LH,2149,STR,MUC,CRK,True,19JUN23,19JUN23,19JUN23,19JUN23,920,1040,965,1085
LH,2152,MUC,STR,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1215,1335,1260,1380
LH,2153,STR,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,240,360,285,405
LH,2166,MUC,LEJ,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,540,660,595,715
LH,2167,LEJ,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,630,750,690,810
LH,2168,MUC,LEJ,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,780,900,835,955
LH,2169,LEJ,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,870,990,930,1050
LH,2178,MUC,PAD,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,600,720,660,780
LH,2179,PAD,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,705,825,765,885
LH,2182,MUC,PAD,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1220,1340,1280,1400
LH,2183,PAD,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,240,360,300,420
LH,2184,MUC,GWT,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1035,1155,1125,1245
LH,2185,GWT,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1170,1290,1255,1375
LH,2188,MUC,BRE,319,True,19JUN23,19JUN23,19JUN23,19JUN23,330,450,400,520
LH,2189,BRE,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,440,560,515,635
LH,2192,MUC,BRE,319,True,19JUN23,19JUN23,19JUN23,19JUN23,590,710,660,780
LH,2193,BRE,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,700,820,775,895
LH,2194,MUC,BRE,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,775,895,845,965
LH,2195,BRE,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,885,1005,960,1080
LH,2196,MUC,BRE,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1000,1120,1070,1190
LH,2197,BRE,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1110,1230,1185,1305
LH,2199,BRE,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,285,405,360,480
LH,2200,MUC,BRE,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1185,1305,1255,1375
LH,2216,MUC,TLS,319,True,19JUN23,19JUN23,19JUN23,19JUN23,270,390,375,495
LH,2217,TLS,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,415,535,520,640
LH,2218,MUC,TLS,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,545,665,650,770
LH,2219,TLS,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,690,810,795,915
LH,2220,MUC,TLS,319,True,19JUN23,19JUN23,19JUN23,19JUN23,850,970,955,1075
LH,2221,TLS,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,995,1115,1100,1220
LH,2222,MUC,TLS,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1160,1280,1265,1385
LH,2223,TLS,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,255,375,360,480
LH,2226,MUC,CDG,321,True,19JUN23,19JUN23,19JUN23,19JUN23,275,395,375,495
LH,2227,CDG,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,420,540,510,630
LH,2228,MUC,CDG,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,465,585,565,685
LH,2229,CDG,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,610,730,700,820
LH,2230,MUC,CDG,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,610,730,710,830
LH,2231,CDG,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,755,875,845,965
LH,2236,MUC,CDG,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,965,1085,1065,1185
LH,2237,CDG,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1115,1235,1205,1325
LH,2238,MUC,CDG,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1185,1305,1285,1405
LH,2239,CDG,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,285,405,375,495
LH,2246,MUC,LYS,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,335,455,410,530
LH,2247,LYS,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,450,570,530,650
LH,2248,MUC,LYS,321,True,19JUN23,19JUN23,19JUN23,19JUN23,520,640,595,715
LH,2249,LYS,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,635,755,715,835
LH,2252,MUC,LYS,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,965,1085,1040,1160
LH,2253,LYS,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1080,1200,1160,1280
LH,2262,MUC,MRS,319,True,19JUN23,19JUN23,19JUN23,19JUN23,560,680,660,780
LH,2263,MRS,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,700,820,795,915
LH,2264,MUC,MRS,CRK,True,19JUN23,19JUN23,19JUN23,19JUN23,800,920,900,1020
LH,2265,MRS,MUC,CRK,True,19JUN23,19JUN23,19JUN23,19JUN23,940,1060,1035,1155
LH,2266,MUC,MRS,319,True,19JUN23,19JUN23,19JUN23,19JUN23,1070,1190,1170,1290
LH,2267,MRS,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,240,360,335,455
LH,2270,MUC,NCE,CRK,True,19JUN23,19JUN23,19JUN23,19JUN23,290,410,375,495
LH,2271,NCE,MUC,CRK,True,19JUN23,19JUN23,19JUN23,19JUN23,415,535,495,615
LH,2272,MUC,NCE,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,560,680,645,765
LH,2273,NCE,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,685,805,765,885
LH,2274,MUC,NCE,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,835,955,920,1040
LH,2275,NCE,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,960,1080,1040,1160
LH,2276,MUC,NCE,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1200,1320,1285,1405
LH,2277,NCE,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,240,360,320,440
LH,2282,MUC,BRU,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,290,410,370,490
LH,2283,BRU,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,410,530,485,605
LH,2288,MUC,BRU,319,True,19JUN23,19JUN23,19JUN23,19JUN23,750,870,830,950
LH,2289,BRU,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,870,990,945,1065
LH,2290,MUC,BRU,319,True,19JUN23,19JUN23,19JUN23,19JUN23,1005,1125,1085,1205
LH,2291,BRU,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,1125,1245,1200,1320
LH,2300,MUC,AMS,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,280,400,370,490
LH,2301,AMS,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,410,530,495,615
LH,2302,MUC,AMS,319,True,19JUN23,19JUN23,19JUN23,19JUN23,420,540,510,630
LH,2303,AMS,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,550,670,635,755
LH,2304,MUC,AMS,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,685,805,775,895
LH,2305,AMS,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,815,935,900,1020
LH,2306,MUC,AMS,319,True,19JUN23,19JUN23,19JUN23,19JUN23,785,905,875,995
LH,2307,AMS,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,915,1035,1000,1120
LH,2310,MUC,AMS,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1090,1210,1180,1300
LH,2311,AMS,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,320,440,405,525
LH,2316,MUC,LUX,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,390,510,450,570
LH,2317,LUX,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,485,605,550,670
LH,2320,MUC,LUX,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,795,915,855,975
LH,2321,LUX,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,890,1010,955,1075
LH,2322,MUC,LUX,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,995,1115,1055,1175
LH,2323,LUX,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1090,1210,1155,1275
LH,2324,MUC,VIE,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,330,450,385,505
LH,2325,VIE,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,425,545,485,605
LH,2328,MUC,VIE,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,580,700,635,755
LH,2329,VIE,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,675,795,735,855
LH,2340,MUC,GRZ,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,380,500,430,550
LH,2341,GRZ,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,465,585,520,640
LH,2366,MUC,ZRH,E95,True,19JUN23,19JUN23,19JUN23,19JUN23,345,465,395,515
LH,2367,ZRH,MUC,E95,True,19JUN23,19JUN23,19JUN23,19JUN23,440,560,490,610
LH,2368,MUC,ZRH,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,585,705,635,755
LH,2369,ZRH,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,675,795,725,845
LH,2370,MUC,ZRH,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,810,930,860,980
LH,2371,ZRH,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,895,1015,945,1065
LH,2372,MUC,ZRH,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1000,1120,1050,1170
LH,2373,ZRH,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,1090,1210,1140,1260
LH,2382,MUC,GVA,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,340,460,410,530
LH,2383,GVA,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,450,570,515,635
LH,2404,MUC,TLL,CRK,True,19JUN23,19JUN23,19JUN23,19JUN23,410,530,550,730
LH,2405,TLL,MUC,CRK,True,19JUN23,19JUN23,19JUN23,19JUN23,595,775,740,860
LH,2412,MUC,ARN,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,245,365,375,495
LH,2413,ARN,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,410,530,540,660
LH,2414,MUC,ARN,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,415,535,545,665
LH,2415,ARN,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,590,710,720,840
LH,2416,MUC,ARN,321,True,19JUN23,19JUN23,19JUN23,19JUN23,615,735,745,865
LH,2417,ARN,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,790,910,920,1040
LH,2418,MUC,ARN,321,True,19JUN23,19JUN23,19JUN23,19JUN23,750,870,880,1000
LH,2419,ARN,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,925,1045,1055,1175
LH,2420,MUC,ARN,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,1170,1290,1300,1420
LH,2421,ARN,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,240,360,370,490
LH,2428,MUC,GOT,321,True,19JUN23,19JUN23,19JUN23,19JUN23,445,565,555,675
LH,2429,GOT,MUC,321,True,19JUN23,19JUN23,19JUN23,19JUN23,600,720,710,830
LH,2432,MUC,GOT,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1085,1205,1195,1315
LH,2433,GOT,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,240,360,350,470
LH,2434,MUC,BLL,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,540,660,630,750
LH,2435,BLL,MUC,CR9,True,19JUN23,19JUN23,19JUN23,19JUN23,670,790,765,885
LH,2438,MUC,CPH,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,275,395,370,490
LH,2439,CPH,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,410,530,505,625
LH,2440,MUC,CPH,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,510,630,605,725
LH,2441,CPH,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,650,770,745,865
LH,2442,MUC,CPH,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,910,1030,1005,1125
LH,2443,CPH,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1050,1170,1145,1265
LH,2444,MUC,CPH,CRK,True,19JUN23,19JUN23,19JUN23,19JUN23,1015,1135,1110,1230
LH,2445,CPH,MUC,CRK,True,19JUN23,19JUN23,19JUN23,19JUN23,1150,1270,1245,1365
LH,2446,MUC,CPH,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,1180,1300,1275,1395
LH,2447,CPH,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,250,370,345,465
LH,2452,MUC,OSL,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,400,520,530,650
LH,2453,OSL,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,575,695,710,830
LH,2454,MUC,OSL,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,835,955,965,1085
LH,2455,OSL,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1015,1135,1150,1270
LH,2456,MUC,OSL,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,1085,1205,1215,1335
LH,2457,OSL,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,315,435,450,570
LH,2460,MUC,HEL,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,395,515,545,725
LH,2461,HEL,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,590,770,745,865
LH,2464,MUC,HEL,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,805,925,955,1135
LH,2465,HEL,MUC,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,1000,1180,1155,1275
LH,2466,MUC,HEL,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,1090,1210,1240,1420
LH,2467,HEL,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,190,370,345,465
LH,2470,MUC,LHR,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,315,435,435,495
LH,2471,LHR,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,480,540,590,710
LH,2472,MUC,LHR,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,415,535,535,595
LH,2473,LHR,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,590,650,700,820
LH,2474,MUC,LHR,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,590,710,710,770
LH,2475,LHR,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,755,815,865,985
LH,2476,MUC,LHR,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,765,885,885,945
LH,2477,LHR,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,925,985,1035,1155
LH,2478,MUC,LHR,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,845,965,965,1025
LH,2479,LHR,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,1010,1070,1120,1240
LH,2480,MUC,LHR,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,1000,1120,1120,1180
LH,2481,LHR,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,1165,1225,1275,1395
LH,2482,MUC,LHR,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,1065,1185,1185,1245
LH,2485,LHR,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,385,445,495,615
LH,2486,MUC,LHR,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,925,1045,1045,1105
LH,2487,LHR,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,1090,1150,1200,1320
LH,2500,MUC,MAN,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,415,535,540,600
LH,2501,MAN,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,585,645,700,820
LH,2502,MUC,MAN,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,835,955,960,1020
LH,2503,MAN,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,1005,1065,1120,1240
LH,2508,MUC,BHX,319,True,19JUN23,19JUN23,19JUN23,19JUN23,440,560,560,620
LH,2509,BHX,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,600,660,710,830
LH,2510,MUC,BHX,319,True,19JUN23,19JUN23,19JUN23,19JUN23,835,955,955,1015
LH,2511,BHX,MUC,319,True,19JUN23,19JUN23,19JUN23,19JUN23,1005,1065,1115,1235
LH,2516,MUC,DUB,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,385,505,535,595
LH,2517,DUB,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,580,640,715,835
LH,2518,MUC,DUB,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,810,930,960,1020
LH,2519,DUB,MUC,32N,True,19JUN23,19JUN23,19JUN23,19JUN23,1005,1065,1140,1260
LH,2532,MUC,JMK,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,760,880,910,1090
LH,2533,JMK,MUC,32A,True,19JUN23,19JUN23,19JUN23,19JUN23,960,1140,1120,1240
LH,2558,MUC,TBS,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,1225,1345,10,250
LH,2559,TBS,MUC,32Q,True,19JUN23,19JUN23,19JUN23,19JUN23,70,310,320,440
LH,3400,FRA,ZWS,TRS,True,19JUN23,19JUN23,19JUN23,19JUN23,291,411,368,488
LH,3401,ZMU,QUL,TRS,True,19JUN23,19JUN23,19JUN23,19JUN23,92,212,165,285
LH,3402,FRA,QUL,TRS,True,19JUN23,19JUN23,19JUN23,19JUN23,369,489,490,610
LH,3403,ZWS,FRA,TRS,True,19JUN23,19JUN23,19JUN23,19JUN23,325,445,395,515
LH,3404,FRA,ZWS,TRS,True,19JUN23,19JUN23,19JUN23,19JUN23,411,531,488,608
LH,3405,ZWS,FRA,TRS,True,19JUN23,19JUN23,19JUN23,19JUN23,443,563,515,635
LH,3406,FRA,ZWS,TRS,True,19JUN23,19JUN23,19JUN23,19JUN23,444,564,518,638
LH,3407,ZMU,QUL,TRS,True,19JUN23,19JUN23,19JUN23,19JUN23,328,448,405,525
LH,3408,FRA,QUL,TRS,True,19JUN23,19JUN23,19JUN23,19JUN23,489,609,610,730
LH,3410,FRA,ZWS,TRS,True,19JUN23,19JUN23,19JUN23,19JUN23,531,651,608,728
LH,3411,QUL,ZWS,TRS,True,19JUN23,19JUN23,19JUN23,19JUN23,527,647,585,705
LH,3414,FRA,ZWS,TRS,True,19JUN23,19JUN23,19JUN23,19JUN23,651,771,728,848
